EIC;00ZEE-00000000-C
Seerianumber;00000000
Periood;2025-08-01 kuni 2025-08-28
Koostamise aeg;2025-08-28
"";;Tarbimine 2-ajatsooni;Tarbimine 4-ajatsooni
Kokku;;637,042;637,042
Päeva tarbimine;;230,807;116,288
Öö tarbimine;;406,235;342,922
Tiputarbimine päeval (Tipp päev);;;114,519
Tiputarbimine puhkajal (Tipp puhkepäev);;;63,313
""
Algusaeg;Päev/öö/tipp päev/tipp puhkepäev;Tarbimine;Tunnikoguse tüüp
01.08.2025 00:00;Öö;0,173;Tegelik
01.08.2025 00:15;Öö;0,173;Tegelik
01.08.2025 00:30;Öö;0,173;Tegelik
01.08.2025 00:45;Öö;0,172;Tegelik
01.08.2025 01:00;Öö;0,212;Tegelik
01.08.2025 01:15;Öö;0,212;Tegelik
01.08.2025 01:30;Öö;0,212;Tegelik
01.08.2025 01:45;Öö;0,214;Tegelik
01.08.2025 02:00;Öö;0,154;Tegelik
01.08.2025 02:15;Öö;0,154;Tegelik
01.08.2025 02:30;Öö;0,154;Tegelik
01.08.2025 02:45;Öö;0,154;Tegelik
01.08.2025 03:00;Öö;0,184;Tegelik
01.08.2025 03:15;Öö;0,184;Tegelik
01.08.2025 03:30;Öö;0,184;Tegelik
01.08.2025 03:45;Öö;0,185;Tegelik
01.08.2025 04:00;Öö;0,142;Tegelik
01.08.2025 04:15;Öö;0,142;Tegelik
01.08.2025 04:30;Öö;0,142;Tegelik
01.08.2025 04:45;Öö;0,140;Tegelik
01.08.2025 05:00;Öö;0,169;Tegelik
01.08.2025 05:15;Öö;0,169;Tegelik
01.08.2025 05:30;Öö;0,169;Tegelik
01.08.2025 05:45;Öö;0,170;Tegelik
01.08.2025 06:00;Öö;0,454;Tegelik
01.08.2025 06:15;Öö;0,454;Tegelik
01.08.2025 06:30;Öö;0,454;Tegelik
01.08.2025 06:45;Öö;0,455;Tegelik
01.08.2025 07:00;Päev;0,334;Tegelik
01.08.2025 07:15;Päev;0,334;Tegelik
01.08.2025 07:30;Päev;0,334;Tegelik
01.08.2025 07:45;Päev;0,336;Tegelik
01.08.2025 08:00;Päev;0,220;Tegelik
01.08.2025 08:15;Päev;0,220;Tegelik
01.08.2025 08:30;Päev;0,220;Tegelik
01.08.2025 08:45;Päev;0,222;Tegelik
01.08.2025 09:00;Tipp päev;0,249;Tegelik
01.08.2025 09:15;Tipp päev;0,249;Tegelik
01.08.2025 09:30;Tipp päev;0,249;Tegelik
01.08.2025 09:45;Tipp päev;0,248;Tegelik
01.08.2025 10:00;Tipp päev;0,268;Tegelik
01.08.2025 10:15;Tipp päev;0,268;Tegelik
01.08.2025 10:30;Tipp päev;0,268;Tegelik
01.08.2025 10:45;Tipp päev;0,270;Tegelik
01.08.2025 11:00;Tipp päev;0,226;Tegelik
01.08.2025 11:15;Tipp päev;0,226;Tegelik
01.08.2025 11:30;Tipp päev;0,226;Tegelik
01.08.2025 11:45;Tipp päev;0,227;Tegelik
01.08.2025 12:00;Päev;0,167;Tegelik
01.08.2025 12:15;Päev;0,167;Tegelik
01.08.2025 12:30;Päev;0,167;Tegelik
01.08.2025 12:45;Päev;0,168;Tegelik
01.08.2025 13:00;Päev;0,132;Tegelik
01.08.2025 13:15;Päev;0,132;Tegelik
01.08.2025 13:30;Päev;0,132;Tegelik
01.08.2025 13:45;Päev;0,130;Tegelik
01.08.2025 14:00;Päev;0,100;Tegelik
01.08.2025 14:15;Päev;0,100;Tegelik
01.08.2025 14:30;Päev;0,100;Tegelik
01.08.2025 14:45;Päev;0,100;Tegelik
01.08.2025 15:00;Päev;0,140;Tegelik
01.08.2025 15:15;Päev;0,140;Tegelik
01.08.2025 15:30;Päev;0,140;Tegelik
01.08.2025 15:45;Päev;0,141;Tegelik
01.08.2025 16:00;Tipp päev;0,191;Tegelik
01.08.2025 16:15;Tipp päev;0,191;Tegelik
01.08.2025 16:30;Tipp päev;0,191;Tegelik
01.08.2025 16:45;Tipp päev;0,191;Tegelik
01.08.2025 17:00;Tipp päev;0,302;Tegelik
01.08.2025 17:15;Tipp päev;0,302;Tegelik
01.08.2025 17:30;Tipp päev;0,302;Tegelik
01.08.2025 17:45;Tipp päev;0,304;Tegelik
01.08.2025 18:00;Tipp päev;0,327;Tegelik
01.08.2025 18:15;Tipp päev;0,327;Tegelik
01.08.2025 18:30;Tipp päev;0,327;Tegelik
01.08.2025 18:45;Tipp päev;0,328;Tegelik
01.08.2025 19:00;Tipp päev;0,251;Tegelik
01.08.2025 19:15;Tipp päev;0,251;Tegelik
01.08.2025 19:30;Tipp päev;0,251;Tegelik
01.08.2025 19:45;Tipp päev;0,251;Tegelik
01.08.2025 20:00;Päev;0,278;Tegelik
01.08.2025 20:15;Päev;0,278;Tegelik
01.08.2025 20:30;Päev;0,278;Tegelik
01.08.2025 20:45;Päev;0,279;Tegelik
01.08.2025 21:00;Päev;0,214;Tegelik
01.08.2025 21:15;Päev;0,214;Tegelik
01.08.2025 21:30;Päev;0,214;Tegelik
01.08.2025 21:45;Päev;0,212;Tegelik
01.08.2025 22:00;Öö;0,216;Tegelik
01.08.2025 22:15;Öö;0,216;Tegelik
01.08.2025 22:30;Öö;0,216;Tegelik
01.08.2025 22:45;Öö;0,217;Tegelik
01.08.2025 23:00;Öö;0,174;Tegelik
01.08.2025 23:15;Öö;0,174;Tegelik
01.08.2025 23:30;Öö;0,174;Tegelik
01.08.2025 23:45;Öö;0,174;Tegelik
02.08.2025 00:00;Öö;0,188;Tegelik
02.08.2025 00:15;Öö;0,188;Tegelik
02.08.2025 00:30;Öö;0,188;Tegelik
02.08.2025 00:45;Öö;0,189;Tegelik
02.08.2025 01:00;Öö;0,171;Tegelik
02.08.2025 01:15;Öö;0,171;Tegelik
02.08.2025 01:30;Öö;0,171;Tegelik
02.08.2025 01:45;Öö;0,170;Tegelik
02.08.2025 02:00;Öö;0,150;Tegelik
02.08.2025 02:15;Öö;0,150;Tegelik
02.08.2025 02:30;Öö;0,150;Tegelik
02.08.2025 02:45;Öö;0,149;Tegelik
02.08.2025 03:00;Öö;0,166;Tegelik
02.08.2025 03:15;Öö;0,166;Tegelik
02.08.2025 03:30;Öö;0,166;Tegelik
02.08.2025 03:45;Öö;0,164;Tegelik
02.08.2025 04:00;Öö;0,140;Tegelik
02.08.2025 04:15;Öö;0,140;Tegelik
02.08.2025 04:30;Öö;0,140;Tegelik
02.08.2025 04:45;Öö;0,139;Tegelik
02.08.2025 05:00;Öö;0,153;Tegelik
02.08.2025 05:15;Öö;0,153;Tegelik
02.08.2025 05:30;Öö;0,153;Tegelik
02.08.2025 05:45;Öö;0,152;Tegelik
02.08.2025 06:00;Öö;0,238;Tegelik
02.08.2025 06:15;Öö;0,238;Tegelik
02.08.2025 06:30;Öö;0,238;Tegelik
02.08.2025 06:45;Öö;0,238;Tegelik
02.08.2025 07:00;Öö;0,200;Tegelik
02.08.2025 07:15;Öö;0,200;Tegelik
02.08.2025 07:30;Öö;0,200;Tegelik
02.08.2025 07:45;Öö;0,202;Tegelik
02.08.2025 08:00;Öö;0,208;Tegelik
02.08.2025 08:15;Öö;0,208;Tegelik
02.08.2025 08:30;Öö;0,208;Tegelik
02.08.2025 08:45;Öö;0,207;Tegelik
02.08.2025 09:00;Öö;0,192;Tegelik
02.08.2025 09:15;Öö;0,192;Tegelik
02.08.2025 09:30;Öö;0,192;Tegelik
02.08.2025 09:45;Öö;0,192;Tegelik
02.08.2025 10:00;Öö;0,238;Tegelik
02.08.2025 10:15;Öö;0,238;Tegelik
02.08.2025 10:30;Öö;0,238;Tegelik
02.08.2025 10:45;Öö;0,239;Tegelik
02.08.2025 11:00;Öö;0,421;Tegelik
02.08.2025 11:15;Öö;0,421;Tegelik
02.08.2025 11:30;Öö;0,421;Tegelik
02.08.2025 11:45;Öö;0,421;Tegelik
02.08.2025 12:00;Öö;0,376;Tegelik
02.08.2025 12:15;Öö;0,376;Tegelik
02.08.2025 12:30;Öö;0,376;Tegelik
02.08.2025 12:45;Öö;0,375;Tegelik
02.08.2025 13:00;Öö;0,241;Tegelik
02.08.2025 13:15;Öö;0,241;Tegelik
02.08.2025 13:30;Öö;0,241;Tegelik
02.08.2025 13:45;Öö;0,242;Tegelik
02.08.2025 14:00;Öö;0,153;Tegelik
02.08.2025 14:15;Öö;0,153;Tegelik
02.08.2025 14:30;Öö;0,153;Tegelik
02.08.2025 14:45;Öö;0,154;Tegelik
02.08.2025 15:00;Öö;1,366;Tegelik
02.08.2025 15:15;Öö;1,366;Tegelik
02.08.2025 15:30;Öö;1,366;Tegelik
02.08.2025 15:45;Öö;1,365;Tegelik
02.08.2025 16:00;Tipp öö;1,136;Tegelik
02.08.2025 16:15;Tipp öö;1,136;Tegelik
02.08.2025 16:30;Tipp öö;1,136;Tegelik
02.08.2025 16:45;Tipp öö;1,137;Tegelik
02.08.2025 17:00;Tipp öö;0,708;Tegelik
02.08.2025 17:15;Tipp öö;0,708;Tegelik
02.08.2025 17:30;Tipp öö;0,708;Tegelik
02.08.2025 17:45;Tipp öö;0,710;Tegelik
02.08.2025 18:00;Tipp öö;0,311;Tegelik
02.08.2025 18:15;Tipp öö;0,311;Tegelik
02.08.2025 18:30;Tipp öö;0,311;Tegelik
02.08.2025 18:45;Tipp öö;0,310;Tegelik
02.08.2025 19:00;Tipp öö;0,314;Tegelik
02.08.2025 19:15;Tipp öö;0,314;Tegelik
02.08.2025 19:30;Tipp öö;0,314;Tegelik
02.08.2025 19:45;Tipp öö;0,312;Tegelik
02.08.2025 20:00;Öö;0,252;Tegelik
02.08.2025 20:15;Öö;0,252;Tegelik
02.08.2025 20:30;Öö;0,252;Tegelik
02.08.2025 20:45;Öö;0,254;Tegelik
02.08.2025 21:00;Öö;0,210;Tegelik
02.08.2025 21:15;Öö;0,210;Tegelik
02.08.2025 21:30;Öö;0,210;Tegelik
02.08.2025 21:45;Öö;0,209;Tegelik
02.08.2025 22:00;Öö;0,234;Tegelik
02.08.2025 22:15;Öö;0,234;Tegelik
02.08.2025 22:30;Öö;0,234;Tegelik
02.08.2025 22:45;Öö;0,235;Tegelik
02.08.2025 23:00;Öö;0,174;Tegelik
02.08.2025 23:15;Öö;0,174;Tegelik
02.08.2025 23:30;Öö;0,174;Tegelik
02.08.2025 23:45;Öö;0,176;Tegelik
03.08.2025 00:00;Öö;0,208;Tegelik
03.08.2025 00:15;Öö;0,208;Tegelik
03.08.2025 00:30;Öö;0,208;Tegelik
03.08.2025 00:45;Öö;0,210;Tegelik
03.08.2025 01:00;Öö;0,140;Tegelik
03.08.2025 01:15;Öö;0,140;Tegelik
03.08.2025 01:30;Öö;0,140;Tegelik
03.08.2025 01:45;Öö;0,140;Tegelik
03.08.2025 02:00;Öö;0,144;Tegelik
03.08.2025 02:15;Öö;0,144;Tegelik
03.08.2025 02:30;Öö;0,144;Tegelik
03.08.2025 02:45;Öö;0,145;Tegelik
03.08.2025 03:00;Öö;0,157;Tegelik
03.08.2025 03:15;Öö;0,157;Tegelik
03.08.2025 03:30;Öö;0,157;Tegelik
03.08.2025 03:45;Öö;0,158;Tegelik
03.08.2025 04:00;Öö;0,139;Tegelik
03.08.2025 04:15;Öö;0,139;Tegelik
03.08.2025 04:30;Öö;0,139;Tegelik
03.08.2025 04:45;Öö;0,140;Tegelik
03.08.2025 05:00;Öö;0,128;Tegelik
03.08.2025 05:15;Öö;0,128;Tegelik
03.08.2025 05:30;Öö;0,128;Tegelik
03.08.2025 05:45;Öö;0,126;Tegelik
03.08.2025 06:00;Öö;0,258;Tegelik
03.08.2025 06:15;Öö;0,258;Tegelik
03.08.2025 06:30;Öö;0,258;Tegelik
03.08.2025 06:45;Öö;0,260;Tegelik
03.08.2025 07:00;Öö;0,181;Tegelik
03.08.2025 07:15;Öö;0,181;Tegelik
03.08.2025 07:30;Öö;0,181;Tegelik
03.08.2025 07:45;Öö;0,181;Tegelik
03.08.2025 08:00;Öö;0,220;Tegelik
03.08.2025 08:15;Öö;0,220;Tegelik
03.08.2025 08:30;Öö;0,220;Tegelik
03.08.2025 08:45;Öö;0,219;Tegelik
03.08.2025 09:00;Öö;0,182;Tegelik
03.08.2025 09:15;Öö;0,182;Tegelik
03.08.2025 09:30;Öö;0,182;Tegelik
03.08.2025 09:45;Öö;0,184;Tegelik
03.08.2025 10:00;Öö;0,326;Tegelik
03.08.2025 10:15;Öö;0,326;Tegelik
03.08.2025 10:30;Öö;0,326;Tegelik
03.08.2025 10:45;Öö;0,327;Tegelik
03.08.2025 11:00;Öö;0,498;Tegelik
03.08.2025 11:15;Öö;0,498;Tegelik
03.08.2025 11:30;Öö;0,498;Tegelik
03.08.2025 11:45;Öö;0,500;Tegelik
03.08.2025 12:00;Öö;0,368;Tegelik
03.08.2025 12:15;Öö;0,368;Tegelik
03.08.2025 12:30;Öö;0,368;Tegelik
03.08.2025 12:45;Öö;0,370;Tegelik
03.08.2025 13:00;Öö;0,512;Tegelik
03.08.2025 13:15;Öö;0,512;Tegelik
03.08.2025 13:30;Öö;0,512;Tegelik
03.08.2025 13:45;Öö;0,510;Tegelik
03.08.2025 14:00;Öö;0,294;Tegelik
03.08.2025 14:15;Öö;0,294;Tegelik
03.08.2025 14:30;Öö;0,294;Tegelik
03.08.2025 14:45;Öö;0,294;Tegelik
03.08.2025 15:00;Öö;0,311;Tegelik
03.08.2025 15:15;Öö;0,311;Tegelik
03.08.2025 15:30;Öö;0,311;Tegelik
03.08.2025 15:45;Öö;0,310;Tegelik
03.08.2025 16:00;Tipp öö;0,249;Tegelik
03.08.2025 16:15;Tipp öö;0,249;Tegelik
03.08.2025 16:30;Tipp öö;0,249;Tegelik
03.08.2025 16:45;Tipp öö;0,248;Tegelik
03.08.2025 17:00;Tipp öö;0,251;Tegelik
03.08.2025 17:15;Tipp öö;0,251;Tegelik
03.08.2025 17:30;Tipp öö;0,251;Tegelik
03.08.2025 17:45;Tipp öö;0,251;Tegelik
03.08.2025 18:00;Tipp öö;0,379;Tegelik
03.08.2025 18:15;Tipp öö;0,379;Tegelik
03.08.2025 18:30;Tipp öö;0,379;Tegelik
03.08.2025 18:45;Tipp öö;0,378;Tegelik
03.08.2025 19:00;Tipp öö;0,332;Tegelik
03.08.2025 19:15;Tipp öö;0,332;Tegelik
03.08.2025 19:30;Tipp öö;0,332;Tegelik
03.08.2025 19:45;Tipp öö;0,332;Tegelik
03.08.2025 20:00;Öö;0,227;Tegelik
03.08.2025 20:15;Öö;0,227;Tegelik
03.08.2025 20:30;Öö;0,227;Tegelik
03.08.2025 20:45;Öö;0,226;Tegelik
03.08.2025 21:00;Öö;0,248;Tegelik
03.08.2025 21:15;Öö;0,248;Tegelik
03.08.2025 21:30;Öö;0,248;Tegelik
03.08.2025 21:45;Öö;0,246;Tegelik
03.08.2025 22:00;Öö;0,280;Tegelik
03.08.2025 22:15;Öö;0,280;Tegelik
03.08.2025 22:30;Öö;0,280;Tegelik
03.08.2025 22:45;Öö;0,278;Tegelik
03.08.2025 23:00;Öö;0,252;Tegelik
03.08.2025 23:15;Öö;0,252;Tegelik
03.08.2025 23:30;Öö;0,252;Tegelik
03.08.2025 23:45;Öö;0,252;Tegelik
04.08.2025 00:00;Öö;0,190;Tegelik
04.08.2025 00:15;Öö;0,190;Tegelik
04.08.2025 00:30;Öö;0,190;Tegelik
04.08.2025 00:45;Öö;0,189;Tegelik
04.08.2025 01:00;Öö;0,324;Tegelik
04.08.2025 01:15;Öö;0,324;Tegelik
04.08.2025 01:30;Öö;0,324;Tegelik
04.08.2025 01:45;Öö;0,322;Tegelik
04.08.2025 02:00;Öö;0,440;Tegelik
04.08.2025 02:15;Öö;0,440;Tegelik
04.08.2025 02:30;Öö;0,440;Tegelik
04.08.2025 02:45;Öö;0,440;Tegelik
04.08.2025 03:00;Öö;0,555;Tegelik
04.08.2025 03:15;Öö;0,555;Tegelik
04.08.2025 03:30;Öö;0,555;Tegelik
04.08.2025 03:45;Öö;0,554;Tegelik
04.08.2025 04:00;Öö;0,731;Tegelik
04.08.2025 04:15;Öö;0,731;Tegelik
04.08.2025 04:30;Öö;0,731;Tegelik
04.08.2025 04:45;Öö;0,731;Tegelik
04.08.2025 05:00;Öö;0,725;Tegelik
04.08.2025 05:15;Öö;0,725;Tegelik
04.08.2025 05:30;Öö;0,725;Tegelik
04.08.2025 05:45;Öö;0,726;Tegelik
04.08.2025 06:00;Öö;0,745;Tegelik
04.08.2025 06:15;Öö;0,745;Tegelik
04.08.2025 06:30;Öö;0,745;Tegelik
04.08.2025 06:45;Öö;0,744;Tegelik
04.08.2025 07:00;Päev;0,334;Tegelik
04.08.2025 07:15;Päev;0,334;Tegelik
04.08.2025 07:30;Päev;0,334;Tegelik
04.08.2025 07:45;Päev;0,336;Tegelik
04.08.2025 08:00;Päev;0,224;Tegelik
04.08.2025 08:15;Päev;0,224;Tegelik
04.08.2025 08:30;Päev;0,224;Tegelik
04.08.2025 08:45;Päev;0,222;Tegelik
04.08.2025 09:00;Tipp päev;0,319;Tegelik
04.08.2025 09:15;Tipp päev;0,319;Tegelik
04.08.2025 09:30;Tipp päev;0,319;Tegelik
04.08.2025 09:45;Tipp päev;0,319;Tegelik
04.08.2025 10:00;Tipp päev;0,307;Tegelik
04.08.2025 10:15;Tipp päev;0,307;Tegelik
04.08.2025 10:30;Tipp päev;0,307;Tegelik
04.08.2025 10:45;Tipp päev;0,307;Tegelik
04.08.2025 11:00;Tipp päev;0,296;Tegelik
04.08.2025 11:15;Tipp päev;0,296;Tegelik
04.08.2025 11:30;Tipp päev;0,296;Tegelik
04.08.2025 11:45;Tipp päev;0,294;Tegelik
04.08.2025 12:00;Päev;0,272;Tegelik
04.08.2025 12:15;Päev;0,272;Tegelik
04.08.2025 12:30;Päev;0,272;Tegelik
04.08.2025 12:45;Päev;0,271;Tegelik
04.08.2025 13:00;Päev;0,221;Tegelik
04.08.2025 13:15;Päev;0,221;Tegelik
04.08.2025 13:30;Päev;0,221;Tegelik
04.08.2025 13:45;Päev;0,221;Tegelik
04.08.2025 14:00;Päev;0,334;Tegelik
04.08.2025 14:15;Päev;0,334;Tegelik
04.08.2025 14:30;Päev;0,334;Tegelik
04.08.2025 14:45;Päev;0,335;Tegelik
04.08.2025 15:00;Päev;0,323;Tegelik
04.08.2025 15:15;Päev;0,323;Tegelik
04.08.2025 15:30;Päev;0,323;Tegelik
04.08.2025 15:45;Päev;0,322;Tegelik
04.08.2025 16:00;Tipp päev;0,334;Tegelik
04.08.2025 16:15;Tipp päev;0,334;Tegelik
04.08.2025 16:30;Tipp päev;0,334;Tegelik
04.08.2025 16:45;Tipp päev;0,336;Tegelik
04.08.2025 17:00;Tipp päev;0,315;Tegelik
04.08.2025 17:15;Tipp päev;0,315;Tegelik
04.08.2025 17:30;Tipp päev;0,315;Tegelik
04.08.2025 17:45;Tipp päev;0,315;Tegelik
04.08.2025 18:00;Tipp päev;0,357;Tegelik
04.08.2025 18:15;Tipp päev;0,357;Tegelik
04.08.2025 18:30;Tipp päev;0,357;Tegelik
04.08.2025 18:45;Tipp päev;0,358;Tegelik
04.08.2025 19:00;Tipp päev;0,291;Tegelik
04.08.2025 19:15;Tipp päev;0,291;Tegelik
04.08.2025 19:30;Tipp päev;0,291;Tegelik
04.08.2025 19:45;Tipp päev;0,290;Tegelik
04.08.2025 20:00;Päev;0,213;Tegelik
04.08.2025 20:15;Päev;0,213;Tegelik
04.08.2025 20:30;Päev;0,213;Tegelik
04.08.2025 20:45;Päev;0,212;Tegelik
04.08.2025 21:00;Päev;0,238;Tegelik
04.08.2025 21:15;Päev;0,238;Tegelik
04.08.2025 21:30;Päev;0,238;Tegelik
04.08.2025 21:45;Päev;0,237;Tegelik
04.08.2025 22:00;Öö;0,178;Tegelik
04.08.2025 22:15;Öö;0,178;Tegelik
04.08.2025 22:30;Öö;0,178;Tegelik
04.08.2025 22:45;Öö;0,177;Tegelik
04.08.2025 23:00;Öö;0,176;Tegelik
04.08.2025 23:15;Öö;0,176;Tegelik
04.08.2025 23:30;Öö;0,176;Tegelik
04.08.2025 23:45;Öö;0,174;Tegelik
05.08.2025 00:00;Öö;0,207;Tegelik
05.08.2025 00:15;Öö;0,207;Tegelik
05.08.2025 00:30;Öö;0,207;Tegelik
05.08.2025 00:45;Öö;0,207;Tegelik
05.08.2025 01:00;Öö;0,149;Tegelik
05.08.2025 01:15;Öö;0,149;Tegelik
05.08.2025 01:30;Öö;0,149;Tegelik
05.08.2025 01:45;Öö;0,150;Tegelik
05.08.2025 02:00;Öö;0,172;Tegelik
05.08.2025 02:15;Öö;0,172;Tegelik
05.08.2025 02:30;Öö;0,172;Tegelik
05.08.2025 02:45;Öö;0,171;Tegelik
05.08.2025 03:00;Öö;0,128;Tegelik
05.08.2025 03:15;Öö;0,128;Tegelik
05.08.2025 03:30;Öö;0,128;Tegelik
05.08.2025 03:45;Öö;0,128;Tegelik
05.08.2025 04:00;Öö;0,125;Tegelik
05.08.2025 04:15;Öö;0,125;Tegelik
05.08.2025 04:30;Öö;0,125;Tegelik
05.08.2025 04:45;Öö;0,125;Tegelik
05.08.2025 05:00;Öö;0,145;Tegelik
05.08.2025 05:15;Öö;0,145;Tegelik
05.08.2025 05:30;Öö;0,145;Tegelik
05.08.2025 05:45;Öö;0,145;Tegelik
05.08.2025 06:00;Öö;0,206;Tegelik
05.08.2025 06:15;Öö;0,206;Tegelik
05.08.2025 06:30;Öö;0,206;Tegelik
05.08.2025 06:45;Öö;0,208;Tegelik
05.08.2025 07:00;Päev;0,218;Tegelik
05.08.2025 07:15;Päev;0,218;Tegelik
05.08.2025 07:30;Päev;0,218;Tegelik
05.08.2025 07:45;Päev;0,218;Tegelik
05.08.2025 08:00;Päev;0,170;Tegelik
05.08.2025 08:15;Päev;0,170;Tegelik
05.08.2025 08:30;Päev;0,170;Tegelik
05.08.2025 08:45;Päev;0,169;Tegelik
05.08.2025 09:00;Tipp päev;0,243;Tegelik
05.08.2025 09:15;Tipp päev;0,243;Tegelik
05.08.2025 09:30;Tipp päev;0,243;Tegelik
05.08.2025 09:45;Tipp päev;0,244;Tegelik
05.08.2025 10:00;Tipp päev;0,270;Tegelik
05.08.2025 10:15;Tipp päev;0,270;Tegelik
05.08.2025 10:30;Tipp päev;0,270;Tegelik
05.08.2025 10:45;Tipp päev;0,272;Tegelik
05.08.2025 11:00;Tipp päev;0,351;Tegelik
05.08.2025 11:15;Tipp päev;0,351;Tegelik
05.08.2025 11:30;Tipp päev;0,351;Tegelik
05.08.2025 11:45;Tipp päev;0,350;Tegelik
05.08.2025 12:00;Päev;0,218;Tegelik
05.08.2025 12:15;Päev;0,218;Tegelik
05.08.2025 12:30;Päev;0,218;Tegelik
05.08.2025 12:45;Päev;0,218;Tegelik
05.08.2025 13:00;Päev;0,298;Tegelik
05.08.2025 13:15;Päev;0,298;Tegelik
05.08.2025 13:30;Päev;0,298;Tegelik
05.08.2025 13:45;Päev;0,296;Tegelik
05.08.2025 14:00;Päev;0,375;Tegelik
05.08.2025 14:15;Päev;0,375;Tegelik
05.08.2025 14:30;Päev;0,375;Tegelik
05.08.2025 14:45;Päev;0,374;Tegelik
05.08.2025 15:00;Päev;0,448;Tegelik
05.08.2025 15:15;Päev;0,448;Tegelik
05.08.2025 15:30;Päev;0,448;Tegelik
05.08.2025 15:45;Päev;0,449;Tegelik
05.08.2025 16:00;Tipp päev;0,268;Tegelik
05.08.2025 16:15;Tipp päev;0,268;Tegelik
05.08.2025 16:30;Tipp päev;0,268;Tegelik
05.08.2025 16:45;Tipp päev;0,267;Tegelik
05.08.2025 17:00;Tipp päev;0,256;Tegelik
05.08.2025 17:15;Tipp päev;0,256;Tegelik
05.08.2025 17:30;Tipp päev;0,256;Tegelik
05.08.2025 17:45;Tipp päev;0,256;Tegelik
05.08.2025 18:00;Tipp päev;0,310;Tegelik
05.08.2025 18:15;Tipp päev;0,310;Tegelik
05.08.2025 18:30;Tipp päev;0,310;Tegelik
05.08.2025 18:45;Tipp päev;0,308;Tegelik
05.08.2025 19:00;Tipp päev;0,270;Tegelik
05.08.2025 19:15;Tipp päev;0,270;Tegelik
05.08.2025 19:30;Tipp päev;0,270;Tegelik
05.08.2025 19:45;Tipp päev;0,271;Tegelik
05.08.2025 20:00;Päev;0,230;Tegelik
05.08.2025 20:15;Päev;0,230;Tegelik
05.08.2025 20:30;Päev;0,230;Tegelik
05.08.2025 20:45;Päev;0,229;Tegelik
05.08.2025 21:00;Päev;0,203;Tegelik
05.08.2025 21:15;Päev;0,203;Tegelik
05.08.2025 21:30;Päev;0,203;Tegelik
05.08.2025 21:45;Päev;0,203;Tegelik
05.08.2025 22:00;Öö;0,182;Tegelik
05.08.2025 22:15;Öö;0,182;Tegelik
05.08.2025 22:30;Öö;0,182;Tegelik
05.08.2025 22:45;Öö;0,181;Tegelik
05.08.2025 23:00;Öö;0,212;Tegelik
05.08.2025 23:15;Öö;0,212;Tegelik
05.08.2025 23:30;Öö;0,212;Tegelik
05.08.2025 23:45;Öö;0,210;Tegelik
06.08.2025 00:00;Öö;0,167;Tegelik
06.08.2025 00:15;Öö;0,167;Tegelik
06.08.2025 00:30;Öö;0,167;Tegelik
06.08.2025 00:45;Öö;0,168;Tegelik
06.08.2025 01:00;Öö;0,135;Tegelik
06.08.2025 01:15;Öö;0,135;Tegelik
06.08.2025 01:30;Öö;0,135;Tegelik
06.08.2025 01:45;Öö;0,136;Tegelik
06.08.2025 02:00;Öö;0,195;Tegelik
06.08.2025 02:15;Öö;0,195;Tegelik
06.08.2025 02:30;Öö;0,195;Tegelik
06.08.2025 02:45;Öö;0,196;Tegelik
06.08.2025 03:00;Öö;0,125;Tegelik
06.08.2025 03:15;Öö;0,125;Tegelik
06.08.2025 03:30;Öö;0,125;Tegelik
06.08.2025 03:45;Öö;0,125;Tegelik
06.08.2025 04:00;Öö;0,120;Tegelik
